,open,high,low,close,adjclose,volume,ticker
2015-03-31,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-01,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-02,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-06,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-07,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-08,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-09,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-10,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-13,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-14,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-15,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-16,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-17,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-20,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-22,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-23,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-24,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-27,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-28,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-29,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-04-30,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.055941581726074,0.0,ELET5.SA
2015-05-04,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-05,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-06,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-07,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-08,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-11,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-12,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-13,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-14,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-15,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-18,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-19,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-20,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-21,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-22,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-25,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-26,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-27,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-28,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-05-29,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-01,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-02,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-03,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-05,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-08,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-09,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-10,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-11,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-12,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-15,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-16,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-17,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-18,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-19,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-22,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-23,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-24,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-25,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-26,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-29,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-06-30,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-01,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-02,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-03,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-06,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-07,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-08,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-10,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-13,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-14,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-15,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-16,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-17,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-20,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-21,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-22,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-23,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-24,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-27,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-28,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-29,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-30,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-07-31,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-03,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-04,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-05,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-06,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-07,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-10,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-11,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-12,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-13,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-14,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-17,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-18,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-19,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-20,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-21,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-24,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-25,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-26,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-27,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-28,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-08-31,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-01,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-02,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-03,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-04,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-08,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-09,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-10,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-11,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-14,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-15,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-16,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-17,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-18,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-21,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-22,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-23,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-24,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-25,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-28,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-29,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-09-30,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-01,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-02,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-05,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-06,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-07,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-08,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-09,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-13,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-14,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-15,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-16,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-19,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-20,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-21,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-22,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-23,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-26,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-27,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-28,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-29,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
2015-10-30,17.330387115478516,17.330387115478516,17.330387115478516,17.330387115478516,12.125900268554688,0.0,ELET5.SA
